Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Label,Timestamp
15961.1796875,24846.220703125,20491.185546875,59716.796875,35832.8203125,46749.90234375,-1655898.625,62386.8046875,0,174725.5993420999
15958.3408203125,24840.90234375,20488.97265625,59712.70703125,35822.3828125,46745.69921875,-1655930.375,62373.3046875,0,174725.60334209987
15980.7373046875,24855.20703125,20496.75,59751.0625,35819.09375,46765.7734375,-1655999.75,62406.13671875,0,174725.5990737
15990.68359375,24849.8203125,20490.759765625,59744.24609375,35816.27734375,46760.3203125,-1655982.375,62431.41796875,0,174725.60307369998
15963.4150390625,24838.287109375,20486.53515625,59715.01171875,35823.5,46745.5234375,-1655878.875,62396.52734375,0,174725.60707369997
15947.2763671875,24839.404296875,20485.486328125,59720.328125,35821.5078125,46742.28125,-1655911.875,62366.3515625,0,174725.61107369995
15973.673828125,24855.072265625,20496.884765625,59761.97265625,35833.33203125,46764.41015625,-1655989.625,62389.6875,0,174725.61507369994
15991.845703125,24850.244140625,20496.818359375,59752.984375,35824.90625,46760.7421875,-1655999.0,62414.80859375,0,174725.61907369993
15968.8466796875,24840.74609375,20491.654296875,59708.73046875,35819.25,46741.1640625,-1655902.75,62393.46484375,0,174725.6230736999
15936.66015625,24831.06640625,20483.228515625,59685.73046875,35812.0546875,46725.25,-1655882.875,62346.34765625,0,174725.6270736999
15948.23828125,24841.013671875,20492.68359375,59712.8203125,35813.21484375,46736.4453125,-1655955.25,62344.08984375,0,174725.6310736999
15959.1005859375,24850.759765625,20500.55078125,59719.14453125,35822.76171875,46748.00390625,-1655961.75,62354.73046875,0,174725.63507369987
15924.0087890625,24835.828125,20492.16796875,59671.6484375,35827.85546875,46730.74609375,-1655885.0,62306.2265625,0,174725.6269496
15889.810546875,24830.865234375,20492.705078125,59652.3125,35833.71484375,46723.86328125,-1655917.125,62235.83984375,0,174725.6309496
15896.1357421875,24837.99609375,20492.50390625,59678.578125,35828.52734375,46731.91015625,-1655910.25,62221.53515625,0,174725.63494959997
15907.736328125,24838.509765625,20487.630859375,59695.16015625,35825.6875,46733.80859375,-1655923.875,62232.7109375,0,174725.63894959996
15885.4521484375,24825.166015625,20479.875,59655.265625,35823.34375,46715.28125,-1655910.5,62191.44921875,0,174725.64294959995
15851.41015625,24819.623046875,20479.451171875,59628.57421875,35820.2109375,46709.35546875,-1655990.375,62123.58984375,0,174725.64694959993
15855.5673828125,24829.078125,20488.615234375,59652.46875,35824.8828125,46725.49609375,-1656015.375,62095.24609375,0,174725.65094959992
15882.0986328125,24839.560546875,20493.93359375,59689.57421875,35824.99609375,46739.84375,-1655909.625,62109.9765625,0,174725.6549495999
15871.6611328125,24825.880859375,20483.49609375,59650.4375,35817.171875,46720.28515625,-1655877.0,62090.93359375,0,174725.6589495999
15853.7119140625,24815.599609375,20477.39453125,59625.2890625,35817.75390625,46704.83984375,-1655930.875,62051.39453125,0,174725.66294959988
15856.796875,24826.931640625,20487.69921875,59635.37109375,35826.1796875,46721.828125,-1655974.625,62018.19921875,0,174725.6808143
15885.4072265625,24842.712890625,20491.453125,59678.77734375,35829.21875,46743.0390625,-1655907.25,62040.41796875,0,174725.68481429998
15895.64453125,24844.232421875,20496.83984375,59667.15625,35839.8828125,46746.4375,-1655907.25,62051.86328125,0,174725.68881429997
