Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Label,Timestamp
25002.638671875,20320.6640625,15257.5244140625,49775.8359375,37422.65234375,37150.56640625,-1657102.75,57413.875,0,173651.8778097999
24975.638671875,20304.8828125,15244.26953125,49723.51171875,37421.6484375,37129.6015625,-1657024.625,57412.82421875,0,173651.8804308
24941.865234375,20303.564453125,15243.353515625,49708.89453125,37427.90625,37119.40625,-1656983.125,57382.8046875,0,173651.88443079998
24950.134765625,20320.619140625,15258.6640625,49741.21484375,37431.21484375,37142.18359375,-1657049.875,57386.5390625,0,173651.88843079997
24985.09375,20337.3828125,15268.275390625,49774.875,37431.4609375,37163.23828125,-1657080.5,57440.3828125,0,173651.89243079996
24978.140625,20320.484375,15255.1328125,49728.2734375,37424.77734375,37141.08984375,-1657027.375,57445.125,0,173651.89643079994
24937.259765625,20312.326171875,15256.00390625,49703.6875,37432.6015625,37129.9140625,-1656997.0,57406.25390625,0,173651.90043079993
24934.064453125,20315.27734375,15253.634765625,49726.55078125,37428.30859375,37142.140625,-1657013.125,57401.515625,0,173651.9044307999
24970.162109375,20328.0390625,15257.7705078125,49766.359375,37432.109375,37157.94140625,-1657083.125,57446.84375,0,173651.9084307999
24958.962890625,20309.15234375,15238.1005859375,49730.23828125,37428.734375,37134.51953125,-1657027.125,57448.296875,0,173651.9124307999
24927.693359375,20300.16796875,15231.5966796875,49703.6171875,37429.8046875,37116.63671875,-1656976.875,57409.91796875,0,173651.91643079987
24925.4140625,20321.490234375,15265.0791015625,49727.40234375,37441.36328125,37136.21484375,-1657005.125,57397.0234375,0,173651.92888320002
24964.91015625,20335.998046875,15273.953125,49777.53515625,37435.125,37155.55078125,-1657100.875,57437.41015625,0,173651.9328832
24976.732421875,20320.8203125,15255.7587890625,49754.04296875,37422.49609375,37139.16796875,-1657060.875,57467.3203125,0,173651.9368832
24938.646484375,20310.42578125,15261.4580078125,49714.7734375,37433.203125,37123.7890625,-1656987.375,57429.25390625,0,173651.94088319998
24922.240234375,20316.349609375,15268.833984375,49716.62890625,37439.57421875,37129.17578125,-1656988.25,57395.1015625,0,173651.94488319996
24948.994140625,20330.498046875,15265.4140625,49760.68359375,37436.578125,37147.86328125,-1657090.125,57414.703125,0,173651.94888319995
24964.619140625,20324.84375,15258.865234375,49748.58984375,37428.12890625,37140.0390625,-1657059.75,57434.41796875,0,173651.95288319993
24937.595703125,20313.556640625,15258.619140625,49709.7890625,37429.76171875,37125.8671875,-1656995.375,57409.359375,0,173651.95688319992
24915.82421875,20316.953125,15263.73828125,49705.02734375,37436.51171875,37124.34765625,-1656987.375,57379.07421875,0,173651.9608831999
24943.318359375,20326.876953125,15255.6240234375,49752.48046875,37432.37890625,37139.48046875,-1657079.875,57403.28125,0,173651.9648831999
24977.0234375,20321.333984375,15249.142578125,49754.55859375,37426.453125,37143.4140625,-1657069.5,57436.4296875,0,173651.96052360002
24952.16796875,20316.126953125,15254.5966796875,49715.77734375,37434.0078125,37130.25,-1657006.125,57408.2890625,0,173651.9645236
24914.7734375,20310.740234375,15255.0205078125,49705.78515625,37434.09765625,37120.48046875,-1656992.75,57358.265625,0,173651.9685236
24936.455078125,20318.427734375,15245.7451171875,49739.359375,37428.0625,37137.89453125,-1657079.875,57369.86328125,0,173651.97252359998
24974.07421875,20319.412109375,15240.3359375,49756.1015625,37426.90234375,37143.97265625,-1657097.625,57412.9375,0,173651.97652359997
24947.69921875,20311.298828125,15253.3896484375,49716.26953125,37434.5,37125.7109375,-1657019.875,57387.5234375,0,173651.98052359995
24906.4140625,20303.453125,15251.1767578125,49695.99609375,37431.28125,37106.734375,-1656993.0,57334.234375,0,173651.98452359994
24920.318359375,20317.892578125,15254.08203125,49723.80078125,37424.12890625,37127.34375,-1657045.0,57337.03125,0,173651.98852359992
24966.138671875,20322.474609375,15249.9248046875,49756.4140625,37420.73046875,37143.59375,-1657100.0,57391.1875,0,173651.9925235999
24953.287109375,20299.138671875,15239.12890625,49707.0625,37421.625,37126.203125,-1657024.375,57386.5625,0,173651.9965235999
24915.9140625,20289.638671875,15231.73046875,49682.4296875,37427.05859375,37113.8203125,-1656983.875,57347.22265625,0,173651.9903354
24919.04296875,20301.150390625,15248.806640625,49700.3984375,37422.65234375,37116.61328125,-1657037.875,57342.52734375,0,173651.9943354
24947.564453125,20311.56640625,15247.3544921875,49740.25390625,37422.54296875,37134.5859375,-1657081.5,57373.171875,0,173651.99833539999
24944.94921875,20295.0703125,15235.955078125,49710.125,37415.0078125,37116.27734375,-1657041.875,57378.8515625,0,173652.00233539997
24907.0859375,20280.251953125,15229.5849609375,49682.8984375,37415.90234375,37102.8671875,-1657013.375,57345.27734375,0,173652.00633539996
24904.91796875,20295.673828125,15245.365234375,49707.3515625,37419.03125,37112.859375,-1657022.75,57332.203125,0,173652.01033539994
24949.75390625,20319.501953125,15259.3125,49758.24609375,37431.57421875,37143.03515625,-1657104.125,57373.10546875,0,173652.01433539993
24951.72265625,20301.330078125,15240.4921875,49728.80859375,37423.81640625,37126.31640625,-1657057.125,57384.4140625,0,173652.01833539992
24925.033203125,20282.486328125,15229.9873046875,49693.94140625,37419.43359375,37102.17578125,-1657000.75,57351.8046875,0,173652.0223353999
24893.7421875,20292.34375,15243.5546875,49695.9296875,37428.0625,37106.66796875,-1656990.875,57314.92578125,0,173652.0263353999
24926.822265625,20309.130859375,15248.9638671875,49747.359375,37427.078125,37130.78515625,-1657099.5,57343.64453125,0,173652.0699882
24964.126953125,20309.779296875,15252.7412109375,49744.6328125,37429.046875,37134.65234375,-1657083.125,57381.265625,0,173652.0739882
24946.423828125,20301.486328125,15251.265625,49710.4140625,37434.43359375,37116.546875,-1656990.125,57367.33984375,0,173652.07798819998
24919.580078125,20303.990234375,15257.0771484375,49706.61328125,37448.828125,37120.390625,-1656992.0,57337.12109375,0,173652.08198819996
24945.41796875,20319.724609375,15255.982421875,49755.5859375,37455.98046875,37155.99609375,-1657060.125,57355.29296875,0,173652.08598819995
24971.345703125,20330.54296875,15267.8505859375,49777.35546875,37470.21875,37178.75,-1657075.375,57393.4921875,0,173652.08998819994
24953.173828125,20331.50390625,15288.9951171875,49749.86328125,37476.05078125,37165.69921875,-1657004.875,57386.91796875,0,173652.09398819992
24917.345703125,20333.158203125,15289.2861328125,49737.3046875,37477.484375,37158.5,-1656984.125,57346.44140625,0,173652.0979881999
24929.97265625,20339.931640625,15282.7373046875,49772.84375,37469.19140625,37174.23828125,-1657054.125,57355.24609375,0,173652.1019881999
24952.68359375,20332.130859375,15269.3037109375,49783.50390625,37454.50390625,37168.0234375,-1657076.375,57386.8515625,0,173652.10598819988
24931.873046875,20303.140625,15252.6962890625,49725.41015625,37438.2109375,37131.1875,-1657016.375,57368.63671875,0,173652.1174529
24898.859375,20284.900390625,15244.873046875,49705.54296875,37425.55859375,37116.66015625,-1657008.875,57330.66015625,0,173652.1214529
24902.212890625,20292.388671875,15248.494140625,49733.03515625,37424.84375,37127.453125,-1657046.625,57329.49609375,0,173652.12545289999
24925.458984375,20297.26171875,15246.3037109375,49760.546875,37422.4296875,37140.8671875,-1657068.375,57363.3828125,0,173652.12945289997
24914.013671875,20288.923828125,15242.4140625,49719.8671875,37422.921875,37121.64453125,-1657022.5,57358.64453125,0,173652.13345289996
24874.67578125,20285.416015625,15243.9794921875,49697.1796875,37430.140625,37109.015625,-1656974.25,57314.453125,0,173652.13745289994
24868.23828125,20298.111328125,15254.4619140625,49717.9453125,37433.8984375,37126.24609375,-1657022.25,57300.9765625,0,173652.14145289993
24911.3984375,20307.38671875,15250.4609375,49764.37109375,37429.8515625,37137.2890625,-1657109.75,57350.640625,0,173652.14545289992
24914.328125,20287.60546875,15240.4697265625,49725.79296875,37425.91796875,37118.22265625,-1657051.25,57358.53125,0,173652.1494528999
24888.35546875,20281.369140625,15238.279296875,49697.91796875,37428.82421875,37119.140625,-1656979.375,57329.7421875,0,173652.1534528999
24876.775390625,20291.494140625,15253.568359375,49705.20703125,37431.7734375,37123.07421875,-1656996.75,57310.51953125,0,173652.1484963
24916.181640625,20311.0078125,15252.6962890625,49754.671875,37436.17578125,37147.34765625,-1657094.125,57351.78125,0,173652.1524963
24933.080078125,20308.4375,15264.453125,49731.984375,37436.84765625,37143.97265625,-1657047.75,57375.56640625,0,173652.15649629998
24903.59765625,20307.296875,15271.5166015625,49704.55859375,37446.30078125,37135.25390625,-1657004.875,57346.171875,0,173652.16049629997
24902.01171875,20308.66015625,15263.89453125,49713.74609375,37446.68359375,37139.390625,-1657013.625,57335.44140625,0,173652.16449629996
24934.9140625,20323.525390625,15265.705078125,49760.52734375,37445.38671875,37156.78125,-1657078.625,57369.39453125,0,173652.16849629994
24954.806640625,20305.353515625,15249.8798828125,49744.0078125,37428.375,37138.296875,-1657073.0,57401.6484375,0,173652.17249629993
24916.763671875,20288.6328125,15255.802734375,49700.04296875,37434.92578125,37117.44140625,-1657031.625,57370.53515625,0,173652.17649629992
24881.984375,20289.884765625,15257.2783203125,49701.8515625,37441.609375,37125.3515625,-1657025.0,57328.8046875,0,173652.1804962999
24917.970703125,20304.392578125,15254.7978515625,49747.875,37434.3203125,37142.7421875,-1657101.375,57360.453125,0,173652.1844962999
24937.103515625,20307.96875,15255.5126953125,49745.39453125,37436.06640625,37143.52734375,-1657089.625,57392.0390625,0,173652.1801124
24907.755859375,20304.2578125,15262.7548828125,49707.1953125,37442.48046875,37129.4453125,-1657036.25,57374.0,0,173652.1841124
24882.3203125,20303.7890625,15260.4521484375,49707.3515625,37438.14453125,37122.0,-1657008.0,57338.37109375,0,173652.18811239998
24907.64453125,20312.013671875,15251.7353515625,49744.96875,37431.68359375,37131.58984375,-1657111.625,57357.234375,0,173652.19211239996
24942.7578125,20316.21484375,15249.5673828125,49765.2890625,37431.08203125,37134.49609375,-1657119.125,57404.6875,0,173652.19611239995
24931.896484375,20307.140625,15251.220703125,49727.17578125,37433.00390625,37126.3359375,-1657008.625,57404.15234375,0,173652.20011239994
24887.416015625,20310.671875,15262.240234375,49707.44140625,37444.6015625,37127.58984375,-1657005.375,57354.93359375,0,173652.20411239992
24890.27734375,20319.724609375,15260.072265625,49726.953125,37436.51171875,37136.26171875,-1657066.75,57353.59375,0,173652.2081123999
24945.798828125,20336.154296875,15264.3193359375,49767.09765625,37435.8203125,37154.6328125,-1657109.75,57413.2265625,0,173652.2121123999
24941.88671875,20323.814453125,15260.7880859375,49729.90625,37437.2265625,37145.22265625,-1657043.75,57417.62890625,0,173652.21611239988
24906.392578125,20311.6328125,15254.0146484375,49706.43359375,37428.421875,37124.3046875,-1657007.5,57377.890625,0,173652.2272441
24902.212890625,20323.45703125,15265.8837890625,49723.01953125,37433.5625,37140.23828125,-1657038.375,57369.70703125,0,173652.2312441
24944.45703125,20335.52734375,15267.11328125,49766.58203125,37438.03125,37164.55859375,-1657086.375,57416.89453125,0,173652.23524409998
24951.990234375,20321.4453125,15261.97265625,49733.99609375,37426.9453125,37144.30859375,-1657022.0,57437.1875,0,173652.23924409997
24912.115234375,20311.34375,15259.826171875,49700.87109375,37430.96875,37125.375,-1656982.875,57398.1640625,0,173652.24324409995
24902.81640625,20315.455078125,15253.92578125,49710.03515625,37433.60546875,37136.6875,-1657014.5,57379.90234375,0,173652.24724409994
24940.142578125,20326.36328125,15264.7890625,49755.02734375,37429.40234375,37155.21484375,-1657094.125,57415.91015625,0,173652.25124409993
24950.044921875,20327.279296875,15278.9599609375,49739.6953125,37434.1640625,37155.26171875,-1657053.625,57432.203125,0,173652.2552440999
24913.947265625,20309.8671875,15269.080078125,49700.87109375,37434.5,37136.28515625,-1657000.25,57392.6640625,0,173652.2592440999
24895.865234375,20308.884765625,15268.0068359375,49699.171875,37431.57421875,37137.98046875,-1656998.875,57364.3671875,0,173652.2632440999
24931.158203125,20327.32421875,15267.314453125,49744.1640625,37427.83984375,37153.65234375,-1657069.5,57399.63671875,0,173652.2601111
24958.875,20323.412109375,15264.990234375,49742.04296875,37422.7421875,37152.3984375,-1657038.625,57439.08984375,0,173652.2641111
24928.140625,20309.443359375,15267.716796875,49703.796875,37433.49609375,37139.859375,-1656976.375,57412.7578125,0,173652.26811109998
24897.1171875,20305.30859375,15266.15234375,49702.8828125,37437.29296875,37136.6171875,-1656976.125,57368.79296875,0,173652.27211109997
24934.599609375,20316.126953125,15265.0791015625,49751.09375,37431.953125,37152.265625,-1657073.25,57409.1796875,0,173652.27611109996
24961.109375,20321.087890625,15272.65625,49756.83984375,37436.51171875,37161.31640625,-1657030.625,57448.96875,0,173652.28011109994
24928.521484375,20298.71484375,15263.4697265625,49705.05078125,37431.1015625,37140.0625,-1656963.25,57417.9453125,0,173652.28411109993
24902.32421875,20296.8359375,15262.576171875,49692.7578125,37432.98046875,37136.6640625,-1656988.75,57381.8671875,0,173652.28811109992
24916.427734375,20315.142578125,15271.001953125,49727.55859375,37436.109375,37158.56640625,-1657051.0,57385.109375,0,173652.2921110999
24935.158203125,20318.384765625,15269.125,49748.703125,37434.8359375,37166.14453125,-1657095.0,57412.6015625,0,173652.2961110999
24927.537109375,20300.591796875,15260.83203125,49704.01953125,37428.7578125,37142.05078125,-1656986.625,57413.29296875,0,173652.2937496
24900.357421875,20299.49609375,15268.6552734375,49683.81640625,37440.71484375,37137.0,-1656954.625,57374.671875,0,173652.2977496
24918.775390625,20313.041015625,15269.0576171875,49722.3046875,37436.2890625,37156.734375,-1657033.5,57388.86328125,0,173652.30174959998
24955.185546875,20322.720703125,15269.794921875,49754.53515625,37437.78515625,37172.1796875,-1657060.125,57430.5703125,0,173652.30574959997
24956.908203125,20316.013671875,15271.6728515625,49721.41015625,37434.09765625,37155.6171875,-1657004.875,57435.80078125,0,173652.30974959995
24922.84375,20309.21875,15265.8837890625,49697.49609375,37437.80859375,37143.546875,-1656985.75,57398.8984375,0,173652.31374959994
24908.359375,20315.076171875,15272.9697265625,49707.12890625,37432.21875,37150.6796875,-1657046.125,57376.546875,0,173652.31774959993
24933.03515625,20326.185546875,15268.365234375,49749.015625,37422.9453125,37159.796875,-1657106.25,57413.49609375,0,173652.3217495999
24949.263671875,20323.927734375,15273.2822265625,49727.8046875,37434.6328125,37159.5078125,-1657040.75,57431.3984375,0,173652.3257495999
24918.796875,20319.30078125,15281.8427734375,49703.3515625,37445.453125,37149.26953125,-1656987.125,57393.71484375,0,173652.32974959988
24901.498046875,20320.931640625,15275.763671875,49713.2734375,37440.984375,37147.546875,-1657003.75,57365.953125,0,173652.3274147
24943.67578125,20340.712890625,15279.943359375,49772.05859375,37439.86328125,37170.01171875,-1657072.125,57404.44140625,0,173652.3314147
24956.34765625,20331.83984375,15272.0302734375,49755.87890625,37440.9140625,37171.421875,-1657042.125,57424.40234375,0,173652.33541469998
24921.61328125,20305.62109375,15256.205078125,49718.68359375,37431.86328125,37147.7265625,-1656999.25,57394.7421875,0,173652.33941469996
24911.890625,20310.986328125,15275.875,49724.33984375,37437.02734375,37154.41015625,-1656991.375,57383.9921875,0,173652.34341469995
24944.61328125,20329.58203125,15283.4521484375,49769.53515625,37441.49609375,37181.14453125,-1657073.25,57420.06640625,0,173652.34741469994
24962.0703125,20326.990234375,15282.423828125,49761.53125,37438.12109375,37179.46875,-1657077.5,57447.91796875,0,173652.35141469992
24924.384765625,20313.041015625,15281.9775390625,49715.109375,37441.25,37157.2265625,-1656989.25,57412.78125,0,173652.3554146999
24897.83203125,20315.6796875,15285.1953125,49712.24609375,37441.85546875,37154.703125,-1656976.625,57379.5,0,173652.3594146999
24920.607421875,20325.87109375,15278.4453125,49749.23828125,37437.33984375,37172.31640625,-1657059.0,57400.015625,0,173652.36341469988
24956.68359375,20327.681640625,15280.9931640625,49755.8984375,37433.5859375,37177.5234375,-1657085.875,57439.84765625,0,173652.3590939
24938.578125,20312.55078125,15274.8916015625,49705.16015625,37433.09375,37165.65234375,-1656995.375,57421.96484375,0,173652.3630939
24895.998046875,20305.240234375,15268.23046875,49692.93359375,37439.1484375,37153.25,-1656981.0,57377.15234375,0,173652.3670939
24897.7421875,20307.23046875,15257.61328125,49727.24609375,37438.7265625,37160.19921875,-1657042.125,57378.8515625,0,173652.37109389997
24946.46875,20316.373046875,15267.0458984375,49756.76953125,37433.0703125,37170.90625,-1657072.375,57433.23046875,0,173652.37509389996
24945.642578125,20301.44140625,15261.525390625,49714.8828125,37430.1640625,37145.6484375,-1656984.75,57437.0078125,0,173652.37909389994
24908.58203125,20288.1875,15251.064453125,49693.13671875,37428.421875,37126.3359375,-1656969.375,57396.44140625,0,173652.38309389993
24910.05859375,20288.4765625,15247.5556640625,49711.64453125,37425.15625,37133.35546875,-1657025.75,57391.65625,0,173652.38709389992
24944.94921875,20299.20703125,15247.779296875,49746.0859375,37424.21875,37147.21484375,-1657055.25,57430.6171875,0,173652.3910938999
24931.650390625,20289.349609375,15245.9462890625,49708.58203125,37424.46484375,37136.75390625,-1657007.75,57427.578125,0,173652.3950938999
24887.28125,20276.49609375,15239.3076171875,49687.28125,37425.625,37116.5703125,-1656989.0,57381.578125,0,173652.4061862
24877.849609375,20281.48046875,15237.4072265625,49706.43359375,37428.35546875,37117.91015625,-1657005.125,57363.80859375,0,173652.4101862
24917.27734375,20305.0625,15252.7861328125,49756.01171875,37436.890625,37143.234375,-1657070.75,57406.69921875,0,173652.41418619998
24943.607421875,20301.44140625,15251.9814453125,49736.09765625,37442.81640625,37142.09375,-1657028.75,57438.12890625,0,173652.41818619997
24910.37109375,20287.8515625,15250.8857421875,49705.5859375,37443.640625,37125.82421875,-1656990.125,57401.359375,0,173652.42218619995
24892.802734375,20287.29296875,15245.7451171875,49706.79296875,37432.51171875,37121.77734375,-1657003.25,57379.74609375,0,173652.42618619994
24920.83203125,20301.576171875,15248.337890625,49746.22265625,37428.9140625,37140.84375,-1657058.25,57409.78515625,0,173652.43018619993
24932.677734375,20296.3671875,15248.404296875,49726.55078125,37429.3828125,37141.1796875,-1657035.875,57426.79296875,1,173652.4341861999
24909.275390625,20283.89453125,15246.9970703125,49693.26953125,37425.78515625,37118.73828125,-1656988.75,57402.453125,1,173652.4381861999
24885.873046875,20279.71484375,15243.419921875,49690.765625,37425.6953125,37113.640625,-1656998.375,57372.16796875,1,173652.44218619989
24913.25390625,20282.7109375,15234.79296875,49732.36328125,37419.3671875,37124.97265625,-1657076.75,57395.703125,1,173652.4402779
24934.578125,20285.4375,15240.939453125,49728.54296875,37422.25,37137.46875,-1657055.0,57420.04296875,1,173652.44427789998
24906.1015625,20275.490234375,15242.6826171875,49690.74609375,37421.37890625,37118.6015625,-1656982.0,57391.09765625,1,173652.44827789997
24882.119140625,20275.71484375,15244.6494140625,49680.86328125,37418.36328125,37114.37890625,-1656993.0,57358.82421875,1,173652.45227789995
24910.68359375,20289.326171875,15245.4091796875,49714.66015625,37419.3671875,37131.07421875,-1657065.75,57382.046875,1,173652.45627789994
24943.720703125,20297.328125,15249.2763671875,49729.48046875,37420.88671875,37140.10546875,-1657077.5,57428.76171875,1,173652.46027789993
24913.90234375,20281.435546875,15245.87890625,49685.26953125,37419.50390625,37116.97265625,-1656998.625,57404.59765625,1,173652.4642778999
24878.67578125,20265.634765625,15229.5400390625,49672.81640625,37415.25390625,37095.89453125,-1656986.875,57363.828125,1,173652.4682778999
24894.61328125,20273.568359375,15221.6494140625,49708.3359375,37409.2890625,37108.859375,-1657066.25,57374.11328125,1,173652.47227789988
24931.671875,20297.373046875,15257.390625,49732.85546875,37415.94921875,37140.57421875,-1657089.0,57421.51953125,1,173652.47627789987
24910.21484375,20280.83203125,15244.873046875,49686.67578125,37415.8125,37117.41796875,-1657002.125,57412.0859375,1,173652.4732198
24878.318359375,20268.5625,15236.3798828125,49670.26953125,37417.1796875,37099.984375,-1656994.875,57366.55859375,1,173652.4772198
24884.935546875,20276.451171875,15235.75390625,49690.34375,37417.46875,37110.3984375,-1657035.125,57362.265625,1,173652.48121979999
24926.6875,20296.189453125,15242.01171875,49725.390625,37421.24609375,37131.09765625,-1657108.625,57402.34375,1,173652.48521979997
24922.28515625,20287.962890625,15237.6982421875,49693.0,37423.81640625,37114.17578125,-1657025.25,57402.140625,1,173652.48921979996
24875.970703125,20275.580078125,15233.138671875,49669.3984375,37424.2421875,37095.828125,-1657004.25,57355.22265625,1,173652.49321979994
24863.1640625,20281.861328125,15234.5693359375,49682.98828125,37423.37109375,37100.453125,-1657039.125,57336.3359375,1,173652.49721979993
24917.45703125,20293.015625,15230.8359375,49724.67578125,37416.5078125,37117.375,-1657109.125,57389.98046875,1,173652.50121979992
24933.86328125,20286.48828125,15230.009765625,49693.2265625,37418.47265625,37107.94140625,-1657055.75,57413.67578125,1,173652.5052197999
24903.263671875,20278.978515625,15225.8291015625,49672.21484375,37420.53125,37096.3203125,-1656999.5,57382.31640625,1,173652.5092197999
24892.490234375,20285.728515625,15232.1103515625,49681.8046875,37424.8203125,37100.4296875,-1657001.125,57359.24609375,1,173652.54893710001
24913.27734375,20301.486328125,15235.865234375,49723.734375,37429.515625,37121.8203125,-1657086.125,57377.33203125,1,173652.5529371
24926.62109375,20288.544921875,15221.0908203125,49703.59765625,37423.94921875,37106.421875,-1657034.625,57396.41796875,1,173652.5569371
24902.97265625,20279.626953125,15221.828125,49673.2890625,37430.453125,37098.28515625,-1656990.875,57369.75390625,1,173652.56093709997
24882.05078125,20285.392578125,15233.2060546875,49675.87890625,37430.56640625,37103.6484375,-1656995.375,57338.640625,1,173652.56493709996
24906.1015625,20295.294921875,15227.6171875,49715.421875,37422.00390625,37119.6328125,-1657047.25,57360.58984375,1,173652.56893709995
24930.7109375,20291.13671875,15221.626953125,49714.125,37415.90234375,37115.98828125,-1657046.625,57396.26171875,1,173652.57293709993
24909.544921875,20285.974609375,15243.1298828125,49677.37890625,37417.06640625,37103.73828125,-1656989.75,57390.36328125,1,173652.57693709992
24873.84765625,20287.13671875,15244.470703125,49667.98828125,37423.01171875,37107.00390625,-1656953.875,57345.8828125,1,173652.5809370999
24898.904296875,20303.228515625,15249.58984375,49707.77734375,37425.8515625,37127.9921875,-1657039.125,57360.8359375,1,173652.5849370999
24924.83203125,20300.501953125,15241.7216796875,49719.62109375,37422.36328125,37129.66796875,-1657055.75,57397.4921875,1,173652.5825096
24909.07421875,20292.43359375,15249.74609375,49687.8828125,37430.9921875,37113.1953125,-1656989.0,57388.640625,1,173652.5865096
24867.8359375,20282.12890625,15244.0908203125,49679.45703125,37430.20703125,37099.94140625,-1656959.25,57345.2109375,1,173652.59050959998
24885.716796875,20291.31640625,15239.1513671875,49712.13671875,37425.15625,37112.32421875,-1657035.875,57359.046875,1,173652.59450959996
